season,round,driver,constructor,q1,q2,q3
2010,1,Vettel,Red Bull,1:55.029,1:53.883,1:54.101
2010,1,Massa,Ferrari,1:55.313,1:54.331,1:54.242
2010,1,Alonso,Ferrari,1:54.612,1:54.172,1:54.608
2010,1,Hamilton,McLaren,1:55.341,1:54.707,1:55.217
2010,1,Rosberg,Mercedes,1:55.463,1:54.682,1:55.241
2010,1,Webber,Red Bull,1:55.298,1:54.318,1:55.284
2010,1,Schumacher,Mercedes,1:55.593,1:55.105,1:55.524
2010,1,Button,McLaren,1:55.715,1:55.168,1:55.672
2010,1,Kubica,Renault,1:55.511,1:54.963,1:55.885
2010,1,Sutil,Force India,1:55.213,1:54.996,1:56.309
2010,1,Barrichello,Williams,1:55.969,1:55.330,
2010,1,Liuzzi,Force India,1:55.628,1:55.623,
2010,1,Hülkenberg,Williams,1:56.375,1:55.857,
2010,1,de la Rosa,Sauber,1:56.428,1:56.237,
2010,1,Buemi,Toro Rosso,1:56.189,1:56.265,
2010,1,Kobayashi,Sauber,1:56.541,1:56.270,
2010,1,Petrov,Renault,1:56.167,1:56.619,
2010,1,Alguersuari,Toro Rosso,1:57.071,,
2010,1,Glock,Virgin,1:59.728,,
2010,1,Trulli,Lotus,1:59.852,,
2010,1,Kovalainen,Lotus,2:00.313,,
2010,1,di Grassi,Virgin,2:00.587,,
2010,1,Senna,HRT,2:03.204,,
2010,1,Chandhok,HRT,2:04.904,,
2010,2,Vettel,Red Bull,1:24.774,1:24.096,1:23.919
2010,2,Webber,Red Bull,1:25.286,1:24.276,1:24.035
2010,2,Alonso,Ferrari,1:25.082,1:24.335,1:24.111
2010,2,Button,McLaren,1:24.897,1:24.531,1:24.675
2010,2,Massa,Ferrari,1:25.548,1:25.010,1:24.837
2010,2,Rosberg,Mercedes,1:24.788,1:24.788,1:24.884
2010,2,Schumacher,Mercedes,1:25.351,1:24.871,1:24.927
2010,2,Barrichello,Williams,1:25.702,1:25.085,1:25.217
2010,2,Kubica,Renault,1:25.588,1:25.122,1:25.372
2010,2,Sutil,Force India,1:25.504,1:25.046,1:26.036
2010,2,Hamilton,McLaren,1:25.046,1:25.184,
2010,2,Buemi,Toro Rosso,1:26.061,1:25.638,
2010,2,Liuzzi,Force India,1:26.170,1:25.743,
2010,2,de la Rosa,Sauber,1:26.089,1:25.747,
2010,2,Hülkenberg,Williams,1:25.866,1:25.748,
2010,2,Kobayashi,Sauber,1:26.251,1:25.777,
2010,2,Alguersuari,Toro Rosso,1:26.095,1:26.089,
2010,2,Petrov,Renault,1:26.471,,
2010,2,Kovalainen,Lotus,1:28.797,,
2010,2,Trulli,Lotus,1:29.111,,
2010,2,Glock,Virgin,1:29.592,,
2010,2,di Grassi,Virgin,1:30.185,,
2010,2,Senna,HRT,1:30.526,,
2010,2,Chandhok,HRT,1:30.613,,
2010,4,Vettel,Red Bull,1:36.317,1:35.280,1:34.558
2010,4,Webber,Red Bull,1:35.978,1:35.100,1:34.808
2010,4,Alonso,Ferrari,1:35.987,1:35.235,1:34.913
2010,4,Rosberg,Mercedes,1:35.952,1:35.134,1:34.923
2010,4,Button,McLaren,1:36.122,1:35.443,1:34.979
2010,4,Hamilton,McLaren,1:35.641,1:34.928,1:35.034
2010,4,Massa,Ferrari,1:36.076,1:35.290,1:35.180
2010,4,Kubica,Renault,1:36.348,1:35.550,1:35.364
2010,4,Schumacher,Mercedes,1:36.484,1:35.715,1:35.646
2010,4,Sutil,Force India,1:36.671,1:35.665,1:35.963
2010,4,Barrichello,Williams,1:36.664,1:35.748,
2010,4,Alguersuari,Toro Rosso,1:36.618,1:36.047,
2010,4,Buemi,Toro Rosso,1:36.793,1:36.149,
2010,4,Petrov,Renault,1:37.031,1:36.311,
2010,4,Kobayashi,Sauber,1:37.044,1:36.422,
2010,4,Hülkenberg,Williams,1:37.049,1:36.647,
2010,4,de la Rosa,Sauber,1:37.050,1:37.020,
2010,4,Liuzzi,Force India,1:37.161,,
2010,4,Glock,Virgin,1:39.278,,
2010,4,Trulli,Lotus,1:39.399,,
2010,4,Kovalainen,Lotus,1:39.520,,
2010,4,di Grassi,Virgin,1:39.783,,
2010,4,Senna,HRT,1:40.469,,
2010,4,Chandhok,HRT,1:40.578,,
2010,5,Webber,Red Bull,1:21.412,1:20.655,1:19.995
2010,5,Vettel,Red Bull,1:21.680,1:20.772,1:20.101
2010,5,Hamilton,McLaren,1:21.723,1:21.415,1:20.829
2010,5,Alonso,Ferrari,1:21.957,1:21.549,1:20.937
2010,5,Button,McLaren,1:21.915,1:21.168,1:20.991
2010,5,Schumacher,Mercedes,1:22.528,1:21.557,1:21.294
2010,5,Kubica,Renault,1:22.488,1:21.599,1:21.353
2010,5,Rosberg,Mercedes,1:22.419,1:21.867,1:21.408
2010,5,Massa,Ferrari,1:22.564,1:21.841,1:21.585
2010,5,Kobayashi,Sauber,1:22.577,1:21.725,1:21.984
2010,5,Sutil,Force India,1:22.628,1:21.985,
2010,5,de la Rosa,Sauber,1:22.211,1:22.026,
2010,5,Hülkenberg,Williams,1:22.857,1:22.131,
2010,5,Petrov,Renault,1:22.976,1:22.139,
2010,5,Buemi,Toro Rosso,1:22.699,1:22.191,
2010,5,Alguersuari,Toro Rosso,1:22.593,1:22.207,
2010,5,Liuzzi,Force India,1:23.084,1:22.854,
2010,5,Barrichello,Williams,1:23.125,,
2010,5,Trulli,Lotus,1:24.674,,
2010,5,Kovalainen,Lotus,1:24.748,,
2010,5,Glock,Virgin,1:25.475,,
2010,5,di Grassi,Virgin,1:25.556,,
2010,5,Chandhok,HRT,1:26.750,,
2010,5,Senna,HRT,1:27.122,,
2010,7,Webber,Red Bull,1:27.500,1:26.818,1:26.295
2010,7,Hamilton,McLaren,1:27.667,1:27.013,1:26.433
2010,7,Vettel,Red Bull,1:27.067,1:26.729,1:26.760
2010,7,Button,McLaren,1:27.555,1:27.277,1:26.781
2010,7,Schumacher,Mercedes,1:27.756,1:27.438,1:26.857
2010,7,Rosberg,Mercedes,1:27.649,1:27.141,1:26.952
2010,7,Kubica,Renault,1:27.766,1:27.426,1:27.039
2010,7,Massa,Ferrari,1:27.993,1:27.200,1:27.082
2010,7,Petrov,Renault,1:27.620,1:27.387,1:27.430
2010,7,Kobayashi,Sauber,1:28.158,1:27.434,1:28.122
2010,7,Sutil,Force India,1:27.951,1:27.525,
2010,7,Alonso,Ferrari,1:27.857,1:27.612,
2010,7,de la Rosa,Sauber,1:28.147,1:27.879,
2010,7,Buemi,Toro Rosso,1:28.534,1:28.273,
2010,7,Barrichello,Williams,1:28.336,1:28.392,
2010,7,Alguersuari,Toro Rosso,1:28.460,1:28.540,
2010,7,Hülkenberg,Williams,1:28.227,1:28.841,
2010,7,Liuzzi,Force India,1:28.958,,
2010,7,Trulli,Lotus,1:30.237,,
2010,7,Kovalainen,Lotus,1:30.519,,
2010,7,Glock,Virgin,1:30.744,,
2010,7,Senna,HRT,1:31.266,,
2010,7,di Grassi,Virgin,1:31.989,,
2010,7,Chandhok,HRT,1:32.060,,
2010,8,Hamilton,McLaren,1:15.889,1:15.528,1:15.105
2010,8,Webber,Red Bull,1:16.423,1:15.692,1:15.373
2010,8,Vettel,Red Bull,1:16.129,1:15.556,1:15.420
2010,8,Alonso,Ferrari,1:16.171,1:15.597,1:15.435
2010,8,Button,McLaren,1:16.371,1:15.742,1:15.520
2010,8,Liuzzi,Force India,1:17.086,1:16.171,1:15.648
2010,8,Massa,Ferrari,1:16.673,1:16.314,1:15.688
2010,8,Kubica,Renault,1:16.370,1:15.682,1:15.715
2010,8,Sutil,Force India,1:16.495,1:16.295,1:15.881
2010,8,Rosberg,Mercedes,1:16.350,1:16.001,1:16.071
2010,8,Barrichello,Williams,1:16.880,1:16.434,
2010,8,Hülkenberg,Williams,1:16.770,1:16.438,
2010,8,Schumacher,Mercedes,1:16.598,1:16.492,
2010,8,Petrov,Renault,1:16.569,1:16.844,
2010,8,Buemi,Toro Rosso,1:17.356,1:16.928,
2010,8,Alguersuari,Toro Rosso,1:17.027,1:17.029,
2010,8,de la Rosa,Sauber,1:17.611,1:17.384,
2010,8,Kobayashi,Sauber,1:18.019,,
2010,8,Kovalainen,Lotus,1:18.237,,
2010,8,Trulli,Lotus,1:18.698,,
2010,8,Glock,Virgin,1:18.941,,
2010,8,Senna,HRT,1:19.484,,
2010,8,di Grassi,Virgin,1:19.675,,
2010,8,Chandhok,HRT,1:27.757,,
2010,9,Vettel,Red Bull,1:38.324,1:38.015,1:37.587
2010,9,Webber,Red Bull,1:38.549,1:38.041,1:37.662
2010,9,Hamilton,McLaren,1:38.697,1:38.158,1:37.969
2010,9,Alonso,Ferrari,1:38.472,1:38.179,1:38.075
2010,9,Massa,Ferrari,1:38.657,1:38.046,1:38.127
2010,9,Kubica,Renault,1:38.132,1:38.062,1:38.137
2010,9,Button,McLaren,1:38.360,1:38.399,1:38.210
2010,9,Hülkenberg,Williams,1:38.843,1:38.523,1:38.428
2010,9,Barrichello,Williams,1:38.449,1:38.326,1:38.428
2010,9,Petrov,Renault,1:39.004,1:38.552,1:38.523
2010,9,Buemi,Toro Rosso,1:39.096,1:38.586,
2010,9,Rosberg,Mercedes,1:38.752,1:38.627,
2010,9,Sutil,Force India,1:39.021,1:38.851,
2010,9,Liuzzi,Force India,1:38.969,1:38.884,
2010,9,Schumacher,Mercedes,1:38.994,1:39.234,
2010,9,de la Rosa,Sauber,1:39.003,1:39.264,
2010,9,Alguersuari,Toro Rosso,1:39.128,1:39.458,
2010,9,Kobayashi,Sauber,1:39.343,,
2010,9,Trulli,Lotus,1:40.658,,
2010,9,Kovalainen,Lotus,1:40.882,,
2010,9,di Grassi,Virgin,1:42.086,,
2010,9,Glock,Virgin,1:42.140,,
2010,9,Chandhok,HRT,1:42.600,,
2010,9,Senna,HRT,1:42.851,,
2010,10,Vettel,Red Bull,1:30.841,1:30.480,1:29.615
2010,10,Webber,Red Bull,1:30.858,1:30.114,1:29.758
2010,10,Alonso,Ferrari,1:30.997,1:30.700,1:30.426
2010,10,Hamilton,McLaren,1:31.297,1:31.118,1:30.556
2010,10,Rosberg,Mercedes,1:31.626,1:31.085,1:30.625
2010,10,Kubica,Renault,1:31.680,1:31.344,1:31.040
2010,10,Massa,Ferrari,1:31.313,1:31.010,1:31.172
2010,10,Barrichello,Williams,1:31.424,1:31.126,1:31.175
2010,10,de la Rosa,Sauber,1:31.533,1:31.327,1:31.274
2010,10,Schumacher,Mercedes,1:32.058,1:31.022,1:31.430
2010,10,Sutil,Force India,1:31.109,1:31.399,
2010,10,Kobayashi,Sauber,1:31.851,1:31.421,
2010,10,Hülkenberg,Williams,1:32.144,1:31.635,
2010,10,Button,McLaren,1:31.435,1:31.699,
2010,10,Liuzzi,Force India,1:32.226,1:31.708,
2010,10,Petrov,Renault,1:31.638,1:31.796,
2010,10,Buemi,Toro Rosso,1:31.901,1:32.012,
2010,10,Alguersuari,Toro Rosso,1:32.430,,
2010,10,Kovalainen,Lotus,1:34.405,,
2010,10,Glock,Virgin,1:34.775,,
2010,10,Trulli,Lotus,1:34.864,,
2010,10,di Grassi,Virgin,1:35.212,,
2010,10,Chandhok,HRT,1:36.576,,
2010,10,Yamamoto,HRT,1:36.968,,
2010,11,Vettel,Red Bull,1:15.152,1:14.249,1:13.791
2010,11,Alonso,Ferrari,1:14.808,1:14.081,1:13.793
2010,11,Massa,Ferrari,1:15.216,1:14.478,1:14.290
2010,11,Webber,Red Bull,1:15.334,1:14.340,1:14.347
2010,11,Button,McLaren,1:15.823,1:14.716,1:14.427
2010,11,Hamilton,McLaren,1:15.505,1:14.488,1:14.566
2010,11,Kubica,Renault,1:15.736,1:14.835,1:15.079
2010,11,Barrichello,Williams,1:16.398,1:14.698,1:15.109
2010,11,Rosberg,Mercedes,1:16.178,1:15.018,1:15.179
2010,11,Hülkenberg,Williams,1:16.387,1:14.943,1:15.339
2010,11,Schumacher,Mercedes,1:16.084,1:15.026,
2010,11,Kobayashi,Sauber,1:15.951,1:15.084,
2010,11,Petrov,Renault,1:16.521,1:15.307,
2010,11,Sutil,Force India,1:16.220,1:15.467,
2010,11,de la Rosa,Sauber,1:16.450,1:15.550,
2010,11,Alguersuari,Toro Rosso,1:16.664,1:15.588,
2010,11,Buemi,Toro Rosso,1:16.029,1:15.974,
2010,11,Trulli,Lotus,1:17.583,,
2010,11,Kovalainen,Lotus,1:18.300,,
2010,11,Glock,Virgin,1:18.343,,
2010,11,Senna,HRT,1:18.592,,
2010,11,Liuzzi,Force India,1:18.952,,
2010,11,Yamamoto,HRT,1:19.844,,
2010,11,di Grassi,Virgin,,,
2010,3,Webber,Red Bull,1:51.886,1:48.210,1:49.327
2010,3,Rosberg,Mercedes,1:52.560,1:47.417,1:50.673
2010,3,Vettel,Red Bull,1:47.632,1:46.828,1:50.789
2010,3,Sutil,Force India,1:49.479,1:47.085,1:50.914
2010,3,Hülkenberg,Williams,1:49.664,1:47.346,1:51.001
2010,3,Kubica,Renault,1:46.283,1:46.951,1:51.051
2010,3,Barrichello,Williams,1:50.301,1:48.371,1:51.511
2010,3,Schumacher,Mercedes,1:52.239,1:48.400,1:51.717
2010,3,Kobayashi,Sauber,1:48.467,1:47.792,1:51.767
2010,3,Liuzzi,Force India,1:49.922,1:48.238,1:52.254
2010,3,Petrov,Renault,1:47.952,1:48.760,
2010,3,de la Rosa,Sauber,1:47.153,1:48.771,
2010,3,Buemi,Toro Rosso,1:48.945,1:49.207,
2010,3,Alguersuari,Toro Rosso,1:48.655,1:49.464,
2010,3,Kovalainen,Lotus,1:52.875,1:52.270,
2010,3,Glock,Virgin,1:52.398,1:52.520,
2010,3,Button,McLaren,1:52.211,,
2010,3,Trulli,Lotus,1:52.884,,
2010,3,Alonso,Ferrari,1:53.044,,
2010,3,Hamilton,McLaren,1:53.050,,
2010,3,Massa,Ferrari,1:53.283,,
2010,3,Chandhok,HRT,1:56.299,,
2010,3,Senna,HRT,1:57.269,,
2010,3,di Grassi,Virgin,1:59.977,,
2010,6,Webber,Red Bull,1:15.035,1:14.462,1:13.826
2010,6,Kubica,Renault,1:15.045,1:14.549,1:14.120
2010,6,Vettel,Red Bull,1:15.110,1:14.568,1:14.227
2010,6,Massa,Ferrari,1:14.757,1:14.405,1:14.283
2010,6,Hamilton,McLaren,1:15.676,1:14.527,1:14.432
2010,6,Rosberg,Mercedes,1:15.188,1:14.375,1:14.544
2010,6,Schumacher,Mercedes,1:15.649,1:14.691,1:14.590
2010,6,Button,McLaren,1:15.623,1:15.150,1:14.637
2010,6,Barrichello,Williams,1:15.590,1:15.083,1:14.901
2010,6,Liuzzi,Force India,1:15.397,1:15.061,1:15.170
2010,6,Hülkenberg,Williams,1:16.030,1:15.317,
2010,6,Sutil,Force India,1:15.445,1:15.318,
2010,6,Buemi,Toro Rosso,1:15.961,1:15.413,
2010,6,Petrov,Renault,1:15.482,1:15.576,
2010,6,de la Rosa,Sauber,1:15.908,1:15.692,
2010,6,Kobayashi,Sauber,1:16.175,1:15.992,
2010,6,Alguersuari,Toro Rosso,1:16.021,1:16.176,
2010,6,Kovalainen,Lotus,1:17.094,,
2010,6,Trulli,Lotus,1:17.134,,
2010,6,Glock,Virgin,1:17.377,,
2010,6,di Grassi,Virgin,1:17.864,,
2010,6,Senna,HRT,1:18.509,,
2010,6,Chandhok,HRT,1:19.559,,
2010,6,Alonso,Ferrari,,,
2010,14,Alonso,Ferrari,1:22.646,1:22.297,1:21.962
2010,14,Button,McLaren,1:23.085,1:22.354,1:22.084
2010,14,Massa,Ferrari,1:22.421,1:22.610,1:22.293
2010,14,Webber,Red Bull,1:23.431,1:22.706,1:22.433
2010,14,Hamilton,McLaren,1:22.830,1:22.394,1:22.623
2010,14,Vettel,Red Bull,1:23.235,1:22.701,1:22.675
2010,14,Rosberg,Mercedes,1:23.529,1:23.055,1:23.027
2010,14,Hülkenberg,Williams,1:23.516,1:22.989,1:23.037
2010,14,Kubica,Renault,1:23.234,1:22.880,1:23.039
2010,14,Barrichello,Williams,1:23.695,1:23.142,1:23.328
2010,14,Sutil,Force India,1:23.493,1:23.199,
2010,14,Schumacher,Mercedes,1:23.840,1:23.388,
2010,14,Kobayashi,Sauber,1:24.273,1:23.659,
2010,14,Buemi,Toro Rosso,1:23.744,1:23.681,
2010,14,Petrov,Renault,1:24.086,1:23.819,
2010,14,Alguersuari,Toro Rosso,1:24.083,1:23.919,
2010,14,de la Rosa,Sauber,1:24.442,1:24.044,
2010,14,Trulli,Lotus,1:25.540,,
2010,14,Kovalainen,Lotus,1:25.742,,
2010,14,Liuzzi,Force India,1:25.774,,
2010,14,Glock,Virgin,1:25.934,,
2010,14,di Grassi,Virgin,1:25.974,,
2010,14,Senna,HRT,1:26.847,,
2010,14,Yamamoto,HRT,1:27.020,,
2010,16,Vettel,Red Bull,1:32.035,1:31.184,1:30.785
2010,16,Webber,Red Bull,1:32.476,1:31.241,1:30.853
2010,16,Hamilton,McLaren,1:32.809,1:31.523,1:31.169
2010,16,Kubica,Renault,1:32.808,1:32.042,1:31.231
2010,16,Alonso,Ferrari,1:32.555,1:31.819,1:31.352
2010,16,Button,McLaren,1:32.636,1:31.763,1:31.378
2010,16,Rosberg,Mercedes,1:32.238,1:31.886,1:31.494
2010,16,Barrichello,Williams,1:32.361,1:31.874,1:31.535
2010,16,Hülkenberg,Williams,1:32.211,1:31.926,1:31.559
2010,16,Schumacher,Mercedes,1:32.513,1:32.073,1:31.846
2010,16,Heidfeld,Sauber,1:33.011,1:32.187,
2010,16,Massa,Ferrari,1:32.721,1:32.321,
2010,16,Petrov,Renault,1:32.849,1:32.422,
2010,16,Kobayashi,Sauber,1:32.783,1:32.427,
2010,16,Sutil,Force India,1:33.186,1:32.659,
2010,16,Alguersuari,Toro Rosso,1:33.471,1:33.071,
2010,16,Liuzzi,Force India,1:33.216,1:33.154,
2010,16,Buemi,Toro Rosso,1:33.568,,
2010,16,Trulli,Lotus,1:35.346,,
2010,16,Kovalainen,Lotus,1:35.464,,
2010,16,di Grassi,Virgin,1:36.265,,
2010,16,Glock,Virgin,1:36.332,,
2010,16,Senna,HRT,1:37.270,,
2010,16,Yamamoto,HRT,1:37.365,,
2010,17,Vettel,Red Bull,1:37.123,1:36.074,1:35.585
2010,17,Webber,Red Bull,1:37.373,1:36.039,1:35.659
2010,17,Alonso,Ferrari,1:37.144,1:36.287,1:35.766
2010,17,Hamilton,McLaren,1:37.113,1:36.197,1:36.062
2010,17,Rosberg,Mercedes,1:37.708,1:36.791,1:36.535
2010,17,Massa,Ferrari,1:37.515,1:36.169,1:36.571
2010,17,Button,McLaren,1:38.123,1:37.064,1:36.731
2010,17,Kubica,Renault,1:37.703,1:37.179,1:36.824
2010,17,Schumacher,Mercedes,1:37.980,1:37.077,1:36.950
2010,17,Barrichello,Williams,1:38.257,1:37.511,1:36.998
2010,17,Hülkenberg,Williams,1:38.115,1:37.620,
2010,17,Kobayashi,Sauber,1:38.429,1:37.643,
2010,17,Heidfeld,Sauber,1:38.171,1:37.715,
2010,17,Sutil,Force India,1:38.572,1:37.783,
2010,17,Petrov,Renault,1:38.174,1:37.799,
2010,17,Alguersuari,Toro Rosso,1:38.583,1:37.853,
2010,17,Buemi,Toro Rosso,1:38.621,1:38.594,
2010,17,Liuzzi,Force India,1:38.955,,
2010,17,Trulli,Lotus,1:40.521,,
2010,17,Glock,Virgin,1:40.748,,
2010,17,Kovalainen,Lotus,1:41.768,,
2010,17,di Grassi,Virgin,1:42.325,,
2010,17,Yamamoto,HRT,1:42.444,,
2010,17,Senna,HRT,1:43.283,,
2010,18,Hülkenberg,Williams,1:20.050,1:19.144,1:14.470
2010,18,Vettel,Red Bull,1:19.160,1:18.691,1:15.519
2010,18,Webber,Red Bull,1:19.025,1:18.516,1:15.637
2010,18,Hamilton,McLaren,1:19.931,1:18.921,1:15.747
2010,18,Alonso,Ferrari,1:18.987,1:19.010,1:15.989
2010,18,Barrichello,Williams,1:19.799,1:18.925,1:16.203
2010,18,Kubica,Renault,1:19.249,1:18.877,1:16.552
2010,18,Schumacher,Mercedes,1:19.879,1:18.923,1:16.925
2010,18,Massa,Ferrari,1:19.778,1:19.200,1:17.101
2010,18,Petrov,Renault,1:20.189,1:19.153,1:17.656
2010,18,Button,McLaren,1:19.905,1:19.288,
2010,18,Kobayashi,Sauber,1:19.741,1:19.385,
2010,18,Rosberg,Mercedes,1:20.153,1:19.486,
2010,18,Alguersuari,Toro Rosso,1:20.158,1:19.581,
2010,18,Buemi,Toro Rosso,1:20.096,1:19.847,
2010,18,Heidfeld,Sauber,1:20.174,1:19.899,
2010,18,Liuzzi,Force India,1:20.592,1:20.357,
2010,18,Sutil,Force India,1:20.830,,
2010,18,Glock,Virgin,1:22.130,,
2010,18,Trulli,Lotus,1:22.250,,
2010,18,Kovalainen,Lotus,1:22.378,,
2010,18,di Grassi,Virgin,1:22.810,,
2010,18,Klien,HRT,1:23.083,,
2010,18,Senna,HRT,1:23.796,,
2010,19,Vettel,Red Bull,1:40.318,1:39.874,1:39.394
2010,19,Hamilton,McLaren,1:40.335,1:40.119,1:39.425
2010,19,Alonso,Ferrari,1:40.170,1:40.311,1:39.792
2010,19,Button,McLaren,1:40.877,1:40.014,1:39.823
2010,19,Webber,Red Bull,1:40.690,1:40.074,1:39.925
2010,19,Massa,Ferrari,1:40.942,1:40.323,1:40.202
2010,19,Barrichello,Williams,1:40.904,1:40.476,1:40.203
2010,19,Schumacher,Mercedes,1:41.222,1:40.452,1:40.516
2010,19,Rosberg,Mercedes,1:40.231,1:40.060,1:40.589
2010,19,Petrov,Renault,1:41.018,1:40.658,1:40.901
2010,19,Kubica,Renault,1:41.336,1:40.780,
2010,19,Kobayashi,Sauber,1:41.045,1:40.783,
2010,19,Sutil,Force India,1:41.473,1:40.914,
2010,19,Heidfeld,Sauber,1:41.409,1:41.113,
2010,19,Hülkenberg,Williams,1:41.015,1:41.418,
2010,19,Liuzzi,Force India,1:41.681,1:41.642,
2010,19,Alguersuari,Toro Rosso,1:41.707,1:41.738,
2010,19,Buemi,Toro Rosso,1:41.824,,
2010,19,Trulli,Lotus,1:43.516,,
2010,19,Kovalainen,Lotus,1:43.712,,
2010,19,Glock,Virgin,1:44.095,,
2010,19,di Grassi,Virgin,1:44.510,,
2010,19,Senna,HRT,1:45.085,,
2010,19,Klien,HRT,1:45.296,,
2011,1,Vettel,Red Bull,1:25.296,1:24.090,1:23.529
2011,1,Hamilton,McLaren,1:25.384,1:24.595,1:24.307
2011,1,Webber,Red Bull,1:25.900,1:24.658,1:24.395
2011,1,Button,McLaren,1:25.886,1:24.957,1:24.779
2011,1,Alonso,Ferrari,1:25.707,1:25.242,1:24.974
2011,1,Petrov,Renault,1:25.543,1:25.582,1:25.247
2011,1,Rosberg,Mercedes,1:25.856,1:25.606,1:25.421
2011,1,Massa,Ferrari,1:26.031,1:25.611,1:25.599
2011,1,Kobayashi,Sauber,1:25.717,1:25.405,1:25.626
2011,1,Buemi,Toro Rosso,1:26.232,1:25.882,1:27.066
2011,1,Schumacher,Mercedes,1:25.962,1:25.971,
2011,1,Alguersuari,Toro Rosso,1:26.620,1:26.103,
2011,1,Pérez,Sauber,1:25.812,1:26.108,
2011,1,di Resta,Force India,1:27.222,1:26.739,
2011,1,Maldonado,Williams,1:26.298,1:26.768,
2011,1,Sutil,Force India,1:26.245,1:31.407,
2011,1,Barrichello,Williams,1:26.270,,
2011,1,Heidfeld,Renault,1:27.239,,
2011,1,Kovalainen,Lotus,1:29.254,,
2011,1,Trulli,Lotus,1:29.342,,
2011,1,Glock,Virgin,1:29.858,,
2011,1,d'Ambrosio,Virgin,1:30.822,,
2011,1,Liuzzi,HRT,1:32.978,,
2011,1,Karthikeyan,HRT,1:34.293,,
2011,2,Vettel,Red Bull,1:37.468,1:35.934,1:34.870
2011,2,Hamilton,McLaren,1:36.861,1:35.852,1:34.974
2011,2,Webber,Red Bull,1:37.924,1:36.080,1:35.179
2011,2,Button,McLaren,1:37.033,1:35.569,1:35.200
2011,2,Alonso,Ferrari,1:36.897,1:36.320,1:35.802
2011,2,Heidfeld,Renault,1:37.224,1:36.811,1:36.124
2011,2,Massa,Ferrari,1:36.744,1:36.557,1:36.251
2011,2,Petrov,Renault,1:37.210,1:36.642,1:36.324
2011,2,Rosberg,Mercedes,1:37.316,1:36.388,1:36.809
2011,2,Kobayashi,Sauber,1:36.994,1:36.691,1:36.820
2011,2,Schumacher,Mercedes,1:36.904,1:37.035,
2011,2,Buemi,Toro Rosso,1:37.693,1:37.160,
2011,2,Alguersuari,Toro Rosso,1:37.677,1:37.347,
2011,2,di Resta,Force India,1:38.045,1:37.370,
2011,2,Barrichello,Williams,1:38.163,1:37.496,
2011,2,Pérez,Sauber,1:37.759,1:37.528,
2011,2,Sutil,Force India,1:37.693,1:37.593,
2011,2,Maldonado,Williams,1:38.276,,
2011,2,Kovalainen,Lotus,1:38.645,,
2011,2,Trulli,Lotus,1:38.791,,
2011,2,Glock,Virgin,1:40.648,,
2011,2,d'Ambrosio,Virgin,1:41.001,,
2011,2,Liuzzi,HRT,1:41.549,,
2011,2,Karthikeyan,HRT,1:42.574,,
2010,15,Alonso,Ferrari,1:46.541,1:45.809,1:45.390
2010,15,Vettel,Red Bull,1:46.960,1:45.561,1:45.457
2010,15,Hamilton,McLaren,1:48.296,1:46.042,1:45.571
2010,15,Button,McLaren,1:48.032,1:46.490,1:45.944
2010,15,Webber,Red Bull,1:47.088,1:45.908,1:45.977
2010,15,Barrichello,Williams,1:48.183,1:47.019,1:46.236
2010,15,Rosberg,Mercedes,1:48.554,1:46.783,1:46.443
2010,15,Kubica,Renault,1:47.657,1:46.949,1:46.593
2010,15,Schumacher,Mercedes,1:48.425,1:47.160,1:46.702
2010,15,Kobayashi,Sauber,1:48.908,1:47.559,1:47.884
2010,15,Alguersuari,Toro Rosso,1:48.127,1:47.666,
2010,15,Hülkenberg,Williams,1:47.984,1:47.674,
2010,15,Petrov,Renault,1:48.906,1:48.165,
2010,15,Buemi,Toro Rosso,1:49.063,1:48.502,
2010,15,Heidfeld,Sauber,1:48.696,1:48.557,
2010,15,Sutil,Force India,1:48.496,1:48.899,
2010,15,Liuzzi,Force India,1:48.988,1:48.961,
2010,15,Glock,Virgin,1:50.271,,
2010,15,Kovalainen,Lotus,1:50.915,,
2010,15,di Grassi,Virgin,1:51.107,,
2010,15,Trulli,Lotus,1:51.641,,
2010,15,Klien,HRT,1:52.946,,
2010,15,Senna,HRT,1:54.174,,
2010,15,Massa,Ferrari,,,
2011,4,Vettel,Red Bull,1:27.039,1:25.610,1:25.049
2011,4,Webber,Red Bull,1:27.090,1:26.075,1:25.454
2011,4,Rosberg,Mercedes,1:27.514,1:25.801,1:25.574
2011,4,Hamilton,McLaren,1:27.091,1:26.066,1:25.595
2011,4,Alonso,Ferrari,1:27.349,1:26.152,1:25.851
2011,4,Button,McLaren,1:27.374,1:26.485,1:25.982
2011,4,Petrov,Renault,1:27.475,1:26.654,1:26.296
2011,4,Schumacher,Mercedes,1:27.697,1:26.121,1:26.646
2011,4,Heidfeld,Renault,1:27.901,1:26.740,1:26.659
2011,4,Massa,Ferrari,1:27.013,1:26.395,
2011,4,Barrichello,Williams,1:28.246,1:26.764,
2011,4,Sutil,Force India,1:27.392,1:27.027,
2011,4,di Resta,Force India,1:27.625,1:27.145,
2011,4,Maldonado,Williams,1:27.396,1:27.236,
2011,4,Pérez,Sauber,1:27.778,1:27.244,
2011,4,Buemi,Toro Rosso,1:27.620,1:27.255,
2011,4,Alguersuari,Toro Rosso,1:28.055,1:27.572,
2011,4,Kovalainen,Lotus,1:28.780,,
2011,4,Trulli,Lotus,1:29.673,,
2011,4,d'Ambrosio,Virgin,1:30.445,,
